Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1149,50,1,0.0,5700,2,0.0,5,4,4,5,3,8,7,7,5,7,7,7,1926,1950,5,7,2,2,2.0,0.0,3,3,4,4.0,4.0,2.0,2.0,0,2.0,0,572,572,5,3,1,5.0,539,0,1111,0,0,1,0,2,1,3,8,1,5.0,2.0,1982.0,2.0,1,288,3,0,0,176,0,0,0,0.0,0.0,0.0,0,8,2008,10,6,116900
1150,70,1,50.0,9000,2,0.0,5,4,4,5,3,8,9,7,5,5,7,9,1920,1988,3,7,3,3,2.0,0.0,3,4,4,4.0,4.0,2.0,6.0,624,2.0,0,26,650,5,5,1,5.0,650,0,1482,0,1,1,0,3,1,3,8,0,0.0,2.0,1930.0,2.0,2,324,3,0,0,0,0,0,0,0.0,0.0,0.0,0,7,2009,10,6,143000
1151,20,3,57.0,8280,2,0.0,4,4,4,5,3,13,7,7,5,8,6,5,1950,1950,5,7,14,14,2.0,0.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,932,932,5,5,1,4.0,0,0,932,0,0,1,0,2,1,4,8,1,5.0,6.0,1950.0,2.0,1,306,3,0,0,214,0,0,0,0.0,5.0,0.0,0,11,2007,10,6,124000
1152,20,3,134.0,17755,2,0.0,5,4,4,5,3,18,7,7,5,8,5,4,1959,1959,5,7,11,7,4.0,132.0,3,3,5,4.0,4.0,2.0,5.0,176,2.0,0,1290,1466,5,3,1,5.0,0,0,1466,0,0,1,1,3,1,2,8,2,5.0,6.0,1959.0,4.0,2,528,3,0,140,0,0,100,0,0.0,0.0,0.0,0,11,2006,10,6,149900
1153,20,3,90.0,14115,2,0.0,4,4,4,5,3,19,7,7,5,8,6,7,1956,2004,5,7,5,5,2.0,0.0,3,3,4,4.0,4.0,2.0,6.0,296,7.0,547,230,1073,5,5,1,5.0,0,0,1811,0,0,1,0,2,1,5,8,1,5.0,6.0,1956.0,4.0,2,470,3,0,0,280,0,0,0,0.0,0.0,0.0,0,7,2006,10,5,230000
1154,30,1,0.0,5890,2,0.0,5,4,4,4,3,16,7,7,5,8,6,8,1930,2007,5,7,2,2,2.0,0.0,4,4,6,4.0,4.0,4.0,6.0,538,2.0,0,278,816,5,5,1,5.0,0,0,816,0,0,1,0,2,1,3,8,0,0.0,2.0,2002.0,2.0,1,432,3,0,0,96,0,0,0,0.0,0.0,0.0,0,6,2008,10,6,120500
1155,60,3,0.0,13700,2,0.0,4,4,4,5,3,13,7,7,5,5,7,6,1965,1988,5,7,3,3,1.0,288.0,3,3,5,4.0,4.0,5.0,6.0,454,2.0,0,410,864,5,3,1,5.0,918,0,1820,0,0,1,2,4,1,4,8,2,5.0,6.0,1965.0,2.0,2,492,3,60,84,0,0,273,0,0.0,5.0,0.0,0,5,2008,10,6,201800
1156,20,3,90.0,10768,2,0.0,4,4,4,4,3,1,7,7,5,8,5,8,1976,2004,5,7,7,7,2.0,0.0,4,4,5,5.0,4.0,5.0,6.0,1157,2.0,0,280,1437,5,3,1,5.0,0,0,1437,1,0,2,0,3,1,4,8,1,3.0,6.0,1976.0,3.0,2,528,3,0,21,0,0,180,0,0.0,0.0,0.0,0,7,2007,10,6,218000
1157,80,3,85.0,9350,2,0.0,5,4,4,5,3,13,7,7,5,1,5,8,1965,1999,5,7,14,14,2.0,0.0,3,4,4,4.0,4.0,5.0,6.0,633,2.0,0,586,1219,5,4,1,5.0,0,0,1265,0,1,2,0,3,1,4,8,1,5.0,6.0,1965.0,3.0,2,502,3,0,92,0,96,0,0,0.0,4.0,0.0,0,10,2008,10,6,179900
1158,120,3,34.0,5001,2,0.0,4,4,4,5,3,10,7,7,1,8,7,5,2007,2008,5,7,3,3,1.0,166.0,4,3,4,5.0,4.0,2.0,7.0,904,2.0,0,410,1314,5,5,1,5.0,0,0,1314,1,0,2,0,2,1,4,8,1,5.0,6.0,2008.0,3.0,2,626,3,172,62,0,0,0,0,0.0,0.0,0.0,0,7,2009,10,6,230000
1159,20,3,92.0,11932,2,0.0,5,4,4,2,3,4,8,7,5,8,8,5,2007,2008,5,7,3,3,1.0,186.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1580,1580,5,5,1,5.0,0,0,1580,0,0,2,0,3,1,4,8,0,0.0,6.0,2008.0,3.0,3,830,3,0,24,0,0,0,0,0.0,0.0,0.0,0,6,2008,2,1,235128
1160,60,3,76.0,9120,2,0.0,5,4,4,5,3,9,7,7,5,5,6,6,1974,1974,3,7,11,11,4.0,270.0,4,3,5,4.0,4.0,2.0,6.0,442,2.0,0,459,901,5,3,1,5.0,933,0,1876,0,0,2,1,4,1,4,8,1,4.0,6.0,1974.0,3.0,2,540,3,0,69,0,0,0,0,0.0,0.0,0.0,0,7,2008,10,6,185000
1161,160,3,24.0,2280,2,0.0,5,4,4,5,3,11,7,7,1,5,6,5,1978,1978,5,7,7,15,2.0,0.0,3,3,5,5.0,4.0,2.0,6.0,311,2.0,0,544,855,5,2,1,5.0,601,0,1456,0,0,2,1,3,1,3,8,1,4.0,6.0,1978.0,2.0,2,440,3,26,0,0,0,0,0,0.0,0.0,0.0,0,7,2010,10,6,146000
1162,20,3,0.0,14778,2,0.0,4,1,4,3,3,19,4,7,5,8,6,7,1954,2006,3,7,11,11,4.0,72.0,4,3,5,4.0,4.0,2.0,5.0,728,2.0,0,568,1296,5,5,1,5.0,0,0,1640,1,0,1,0,3,1,4,8,1,5.0,2.0,1993.0,2.0,2,924,3,108,0,0,216,0,0,0.0,0.0,0.0,0,11,2008,10,6,224000
1163,20,3,109.0,8724,2,0.0,5,4,4,5,3,6,7,7,5,8,5,5,1968,1968,5,7,3,3,2.0,0.0,3,3,5,5.0,4.0,2.0,5.0,492,2.0,0,402,894,5,4,1,5.0,0,0,894,0,0,1,0,3,1,3,8,1,2.0,6.0,1968.0,4.0,2,450,3,0,0,0,0,0,0,0.0,0.0,0.0,0,5,2007,10,6,129000
1164,90,3,60.0,12900,2,0.0,5,4,4,5,3,6,8,7,3,2,4,4,1969,1969,5,7,7,7,2.0,0.0,3,3,5,5.0,4.0,4.0,7.0,1198,2.0,0,0,1198,5,3,1,5.0,0,0,1258,2,0,0,2,0,2,3,8,0,0.0,3.0,1969.0,2.0,2,400,3,120,0,0,0,0,0,0.0,0.0,0.0,0,1,2008,10,3,108959
1165,80,3,0.0,16157,2,0.0,4,4,4,2,3,1,8,7,5,1,5,7,1978,1978,5,7,7,7,2.0,0.0,3,3,4,5.0,4.0,5.0,6.0,680,4.0,391,289,1360,5,5,1,5.0,0,0,1432,1,0,1,1,2,1,4,8,1,4.0,6.0,1978.0,2.0,2,588,3,168,180,0,0,0,0,0.0,0.0,0.0,0,6,2007,10,6,194000
1166,20,3,79.0,9541,2,0.0,4,4,4,5,3,10,7,7,5,8,7,5,2009,2009,5,7,3,3,1.0,268.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1502,1502,5,5,1,5.0,0,0,1502,0,0,2,0,3,1,4,8,0,0.0,6.0,2009.0,3.0,2,644,3,0,114,0,0,0,0,0.0,0.0,0.0,0,9,2009,7,1,233170
1167,20,3,64.0,10475,2,0.0,4,4,4,4,3,20,7,7,5,8,8,5,2008,2008,5,7,3,3,1.0,72.0,4,3,4,5.0,4.0,4.0,2.0,0,2.0,0,1694,1694,5,5,1,5.0,0,0,1694,0,0,2,0,3,1,4,8,0,0.0,6.0,2008.0,3.0,3,776,3,160,33,0,0,0,0,0.0,0.0,0.0,0,2,2010,10,6,245350
1168,60,3,58.0,10852,2,0.0,4,4,4,5,3,17,5,7,5,5,6,5,2000,2000,5,7,3,3,2.0,0.0,3,3,4,5.0,4.0,2.0,7.0,786,2.0,0,173,959,5,5,1,5.0,712,0,1671,1,0,2,1,3,1,3,8,1,4.0,6.0,2000.0,4.0,2,472,3,0,38,0,0,0,0,0.0,0.0,0.0,0,2,2006,10,6,173000
1169,70,3,120.0,13728,2,0.0,5,4,4,4,3,18,7,7,5,5,6,7,1935,1986,3,7,4,4,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,626,2.0,0,501,1127,5,5,1,5.0,872,0,2108,0,0,2,0,4,1,4,8,2,4.0,5.0,1935.0,2.0,2,540,3,0,0,0,0,90,0,0.0,0.0,0.0,0,7,2008,10,6,235000
1170,60,3,118.0,35760,2,0.0,4,4,4,3,3,12,7,7,5,5,10,5,1995,1996,3,7,11,11,4.0,1378.0,4,4,4,6.0,4.0,5.0,7.0,1387,2.0,0,543,1930,5,5,1,5.0,1796,0,3627,1,0,3,1,4,1,4,8,1,4.0,6.0,1995.0,4.0,3,807,3,361,76,0,0,0,0,0.0,0.0,0.0,0,7,2006,10,6,625000
1171,80,3,76.0,9880,2,0.0,5,4,4,5,3,14,7,7,5,1,6,6,1977,1977,5,7,7,7,2.0,0.0,3,3,5,4.0,4.0,4.0,6.0,522,2.0,0,574,1096,5,3,1,5.0,0,0,1118,1,0,1,0,3,1,3,8,1,2.0,6.0,1977.0,4.0,1,358,3,203,0,0,0,0,576,4.0,5.0,0.0,0,7,2008,10,6,171000
1172,20,3,76.0,9120,2,0.0,5,4,4,5,3,13,7,7,5,8,6,6,1958,1958,3,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,6.0,662,2.0,0,599,1261,5,5,1,5.0,0,0,1261,1,0,1,0,3,1,3,8,1,4.0,6.0,1958.0,3.0,2,433,3,0,0,0,0,288,0,0.0,0.0,3.0,1400,11,2008,10,6,163000
1173,160,6,35.0,4017,2,2.0,4,4,4,5,3,4,7,7,2,5,7,5,2006,2007,5,7,9,9,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,625,625,5,5,1,5.0,625,0,1250,0,0,2,1,2,1,4,8,0,0.0,2.0,2006.0,4.0,2,625,3,0,54,0,0,0,0,0.0,0.0,0.0,0,3,2008,10,6,171900
1174,50,3,138.0,18030,2,0.0,4,3,4,5,3,21,7,7,5,7,5,6,1946,1994,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,152,5.0,469,977,1598,5,3,1,5.0,971,479,3086,0,0,3,0,3,1,5,4,1,5.0,0.0,0.0,0.0,0,0,3,122,0,0,0,0,0,0.0,4.0,0.0,0,3,2007,10,6,200500
1175,70,3,80.0,16560,2,0.0,4,4,4,5,3,19,7,7,5,5,6,8,1932,1950,5,7,2,2,2.0,0.0,3,3,6,5.0,4.0,2.0,4.0,503,2.0,0,449,952,5,3,1,5.0,1175,0,2345,0,0,2,1,4,1,3,8,1,5.0,2.0,1932.0,2.0,2,360,3,0,0,0,0,0,0,0.0,0.0,0.0,0,7,2006,10,6,239000
1176,50,3,85.0,10678,2,0.0,5,4,4,5,3,12,7,7,5,7,8,5,1992,2000,3,7,11,11,4.0,337.0,4,3,4,5.0,4.0,2.0,7.0,700,2.0,0,983,1683,5,5,1,5.0,743,0,2872,0,0,2,1,4,1,4,8,1,4.0,6.0,1992.0,4.0,2,541,3,0,33,0,0,0,0,0.0,0.0,0.0,0,4,2007,10,6,285000
1177,20,3,37.0,6951,2,0.0,4,4,4,3,3,14,7,7,5,8,5,5,1984,1985,5,7,11,7,2.0,0.0,3,3,5,4.0,4.0,2.0,6.0,658,2.0,0,218,876,5,3,1,5.0,0,0,923,1,0,1,0,3,1,3,8,0,0.0,6.0,1984.0,2.0,1,264,3,362,0,0,0,0,0,0.0,4.0,0.0,0,10,2008,10,6,119500
1178,50,1,0.0,3950,2,3.0,5,3,4,5,3,8,9,7,5,7,6,8,1926,2004,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,468,2.0,0,350,818,5,3,1,5.0,406,0,1224,0,0,1,0,3,1,3,8,0,0.0,2.0,1926.0,2.0,1,210,1,0,0,116,0,0,0,0.0,0.0,0.0,0,12,2009,10,6,115000
1179,50,3,54.0,7681,2,0.0,4,4,4,2,3,19,7,7,5,7,5,6,1921,1950,5,7,2,2,2.0,0.0,3,3,6,4.0,4.0,2.0,2.0,0,2.0,0,731,731,5,5,1,5.0,523,0,1343,0,0,1,1,3,1,3,8,1,5.0,2.0,1921.0,2.0,1,186,3,192,0,102,0,0,0,0.0,0.0,0.0,0,7,2009,10,6,154900
1180,20,3,77.0,8335,2,0.0,5,4,4,4,3,18,7,7,5,8,5,5,1954,1954,5,7,2,2,2.0,0.0,3,3,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0,5,4,1,5.0,0,0,1124,0,0,1,0,3,1,3,6,1,5.0,0.0,0.0,0.0,0,0,1,0,36,190,0,0,0,0.0,0.0,0.0,0,4,2006,10,6,93000
1181,60,3,0.0,11170,2,0.0,3,4,4,4,3,2,7,7,5,5,7,5,1990,1991,5,7,9,9,2.0,0.0,3,3,1,5.0,4.0,2.0,3.0,1216,2.0,0,0,1216,5,5,1,5.0,1216,0,2514,0,0,2,1,4,1,3,8,0,0.0,6.0,1990.0,4.0,2,693,3,0,0,0,0,0,0,0.0,5.0,0.0,0,4,2006,10,6,250000
1182,120,1,64.0,5587,2,0.0,4,2,4,5,2,19,7,7,2,8,8,5,2008,2008,3,7,12,12,1.0,186.0,5,3,4,6.0,4.0,5.0,7.0,1480,2.0,0,120,1600,5,5,1,5.0,0,0,1652,1,1,2,0,2,1,4,8,1,5.0,6.0,2008.0,4.0,2,482,3,162,53,0,153,0,0,0.0,0.0,0.0,0,11,2008,7,1,392500
1183,60,3,160.0,15623,2,0.0,4,4,4,4,3,12,7,7,5,5,10,5,1996,1996,3,7,2,10,2.0,0.0,4,3,4,6.0,4.0,4.0,7.0,2096,2.0,0,300,2396,5,5,1,5.0,2065,0,4476,1,0,3,1,4,1,5,8,2,4.0,6.0,1996.0,4.0,3,813,3,171,78,0,0,0,555,5.0,4.0,0.0,0,7,2007,10,5,745000
1184,30,3,60.0,10800,2,3.0,5,4,4,5,3,8,7,7,5,8,5,6,1920,1950,3,7,4,4,2.0,0.0,3,3,6,4.0,4.0,2.0,4.0,821,2.0,0,299,1120,5,5,1,5.0,0,0,1130,1,0,1,0,2,1,3,8,1,5.0,2.0,1970.0,2.0,2,720,3,229,0,0,0,0,0,0.0,0.0,0.0,0,6,2006,10,6,120000
1185,20,3,50.0,35133,3,0.0,5,4,4,5,2,2,7,7,5,8,5,4,1963,1963,3,7,9,9,4.0,226.0,3,3,5,4.0,4.0,5.0,4.0,1159,2.0,0,413,1572,5,4,1,5.0,0,0,1572,1,0,1,1,3,1,3,8,2,4.0,7.0,1963.0,3.0,3,995,3,0,263,0,0,263,0,0.0,0.0,0.0,0,5,2007,10,6,186700
1186,50,3,60.0,9738,2,0.0,5,4,4,5,3,18,7,7,5,7,5,7,1924,1950,5,7,17,17,2.0,0.0,3,4,6,4.0,4.0,2.0,5.0,392,2.0,0,392,784,5,4,1,5.0,272,0,1221,1,0,1,0,4,1,3,8,0,0.0,6.0,1965.0,2.0,1,392,3,0,0,236,0,0,0,0.0,0.0,0.0,0,3,2006,10,6,104900
1187,190,3,107.0,10615,2,0.0,4,3,4,4,2,8,9,9,4,5,3,5,1900,1970,5,7,11,11,2.0,0.0,3,3,5,3.0,4.0,3.0,5.0,440,2.0,0,538,978,5,3,1,5.0,685,0,1699,1,0,2,0,3,2,3,8,0,0.0,3.0,1920.0,2.0,2,420,3,0,74,0,0,0,0,0.0,0.0,0.0,0,8,2009,10,5,95000
1188,20,3,89.0,12461,2,0.0,5,4,4,4,3,12,7,7,5,8,8,5,1994,1995,5,7,10,10,2.0,0.0,4,3,4,5.0,4.0,2.0,7.0,1456,2.0,0,168,1624,5,5,1,5.0,0,0,1624,1,0,2,0,2,1,4,8,1,3.0,6.0,1994.0,3.0,3,757,3,0,114,192,0,0,0,0.0,5.0,0.0,0,7,2006,10,6,262000
1189,60,3,68.0,8935,2,0.0,4,4,4,5,3,20,7,7,5,5,7,5,2002,2002,5,7,3,3,4.0,95.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,831,831,5,5,1,5.0,829,0,1660,0,0,2,1,3,1,4,8,0,0.0,6.0,2002.0,3.0,2,493,3,144,68,0,0,0,0,0.0,0.0,0.0,0,7,2009,10,6,195000
1190,60,3,60.0,7500,2,0.0,5,4,4,5,3,17,7,7,5,5,7,5,1999,1999,5,7,3,3,2.0,0.0,3,3,4,4.0,4.0,2.0,2.0,0,2.0,0,994,994,5,4,1,5.0,776,0,1804,0,0,2,1,3,1,4,8,1,4.0,6.0,1999.0,4.0,2,442,3,140,60,0,0,0,0,0.0,0.0,0.0,0,6,2010,10,6,189000
1191,190,3,0.0,32463,2,0.0,5,1,4,5,2,14,7,7,4,8,4,4,1961,1975,5,7,9,9,1.0,149.0,3,4,5,4.0,4.0,4.0,5.0,1159,2.0,0,90,1249,5,5,1,5.0,0,0,1622,1,0,1,0,3,1,3,8,1,4.0,7.0,1975.0,4.0,4,1356,3,439,0,0,0,0,0,0.0,0.0,0.0,0,3,2007,10,6,168000
1192,160,6,24.0,2645,2,2.0,5,4,4,5,3,4,7,7,1,5,8,5,1999,2000,5,7,9,9,4.0,456.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,776,776,5,5,1,5.0,677,0,1441,0,0,2,1,2,1,4,8,0,0.0,2.0,1999.0,2.0,2,492,3,206,0,0,0,0,0,0.0,0.0,0.0,0,11,2007,10,6,174000
1193,50,1,60.0,9600,2,3.0,5,4,4,5,3,8,7,7,5,7,5,8,1925,1994,4,7,3,3,2.0,0.0,3,3,4,4.0,4.0,3.0,2.0,0,2.0,0,702,702,5,4,1,5.0,630,0,1472,0,0,1,0,3,1,4,8,0,0.0,2.0,1925.0,2.0,1,250,2,0,0,84,0,0,0,0.0,3.0,0.0,0,7,2007,10,6,125000
1194,120,1,0.0,4500,2,0.0,5,4,4,2,3,14,7,7,2,8,6,5,1999,1999,3,7,3,3,4.0,425.0,3,3,4,6.0,4.0,2.0,7.0,883,2.0,0,341,1224,5,5,1,5.0,0,0,1224,1,0,2,0,2,1,3,8,0,0.0,6.0,1999.0,4.0,2,402,3,0,304,0,0,0,0,0.0,0.0,0.0,0,6,2009,10,6,165000
1195,60,3,80.0,9364,2,0.0,5,4,4,4,3,6,7,7,5,5,6,7,1969,1969,5,7,11,11,1.0,143.0,3,3,5,4.0,4.0,2.0,6.0,371,2.0,0,292,663,5,3,1,5.0,689,0,1352,0,0,1,1,4,1,3,8,0,0.0,6.0,1969.0,4.0,1,299,3,379,36,0,0,0,0,0.0,4.0,0.0,0,3,2010,10,6,158000
1196,60,3,51.0,8029,2,0.0,4,4,4,5,3,17,7,7,5,5,6,5,2005,2005,5,7,3,3,2.0,0.0,3,3,4,5.0,4.0,2.0,2.0,0,2.0,0,728,728,5,5,1,5.0,728,0,1456,0,0,2,1,3,1,4,8,0,0.0,6.0,2005.0,4.0,2,400,3,100,24,0,0,0,0,0.0,0.0,0.0,0,7,2008,10,6,176000
1197,60,3,58.0,14054,2,0.0,4,4,4,5,3,17,7,7,5,5,7,5,2006,2006,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,4.0,2.0,0,2.0,0,879,879,5,5,1,5.0,984,0,1863,0,0,2,1,4,1,4,8,1,5.0,4.0,2006.0,4.0,3,660,3,100,17,0,0,0,0,0.0,0.0,0.0,0,11,2006,7,1,219210
1198,75,1,65.0,8850,2,0.0,4,3,4,4,3,8,7,7,5,3,7,6,1916,1950,5,7,9,9,2.0,0.0,3,3,6,4.0,4.0,2.0,2.0,0,2.0,0,815,815,5,5,1,5.0,875,0,1690,0,0,1,0,3,1,3,8,1,5.0,2.0,1916.0,2.0,1,225,3,0,0,330,0,0,0,0.0,0.0,0.0,0,7,2006,4,6,144000
1199,20,3,70.0,9100,2,0.0,5,4,4,5,3,20,7,7,5,8,7,5,2001,2001,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1212,1212,5,5,1,5.0,0,0,1212,0,0,2,0,3,1,4,8,0,0.0,6.0,2001.0,3.0,2,573,3,356,0,0,0,0,0,0.0,0.0,0.0,0,6,2009,10,6,178000
1200,20,3,75.0,11235,2,0.0,5,4,4,5,3,6,7,7,5,8,4,5,1963,1979,5,7,11,11,4.0,51.0,3,3,5,4.0,4.0,2.0,4.0,547,2.0,0,504,1051,5,4,1,5.0,0,0,1382,0,0,1,1,3,1,3,8,1,2.0,6.0,1974.0,2.0,2,459,3,0,82,0,0,0,0,0.0,0.0,0.0,0,10,2006,10,6,148000
1201,20,3,71.0,9353,2,0.0,5,4,4,5,3,13,7,7,5,8,4,5,1970,1970,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,864,864,5,4,1,5.0,0,0,864,0,0,1,0,3,1,3,8,0,0.0,6.0,1972.0,2.0,1,280,3,0,0,0,0,0,0,0.0,0.0,3.0,0,7,2006,1,5,116050
1202,60,3,80.0,10400,2,0.0,5,4,4,4,3,20,7,7,5,5,7,5,1998,1998,5,7,3,3,2.0,0.0,3,3,4,5.0,4.0,4.0,2.0,0,2.0,0,866,866,5,5,1,5.0,913,0,1779,0,0,2,1,3,1,4,8,0,0.0,6.0,1998.0,3.0,2,546,3,198,36,0,0,0,0,0.0,0.0,0.0,0,3,2009,10,6,197900
1203,50,1,50.0,6000,2,0.0,5,4,4,4,3,22,7,7,5,7,5,8,1925,1997,5,7,2,2,2.0,0.0,3,3,6,4.0,4.0,2.0,2.0,0,2.0,0,884,884,5,5,1,5.0,464,0,1348,1,0,1,0,3,1,3,8,1,3.0,2.0,1960.0,2.0,1,216,1,0,0,208,0,0,0,0.0,0.0,0.0,0,5,2009,10,6,117000
1204,20,3,75.0,9750,2,0.0,5,4,4,5,3,20,7,7,5,8,7,5,2000,2001,5,7,3,3,4.0,171.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1630,1630,5,5,1,5.0,0,0,1630,0,0,2,0,3,1,4,8,1,4.0,6.0,2000.0,2.0,2,451,3,74,234,0,0,0,0,0.0,0.0,0.0,0,10,2009,10,6,213000
1205,20,3,78.0,10140,2,0.0,5,4,4,5,3,9,7,7,5,8,5,6,1975,1975,5,7,11,11,2.0,0.0,3,3,5,5.0,4.0,2.0,6.0,788,2.0,0,268,1056,5,5,1,5.0,0,0,1074,1,0,1,1,3,1,3,8,0,0.0,6.0,1975.0,3.0,2,495,3,0,88,0,0,0,0,0.0,4.0,0.0,0,7,2006,10,6,153500
1206,20,3,90.0,14684,2,0.0,4,4,4,3,3,5,7,7,5,8,7,7,1990,1991,3,7,11,11,4.0,234.0,4,3,5,5.0,4.0,3.0,6.0,485,5.0,177,1496,2158,5,4,1,5.0,0,0,2196,0,0,2,0,3,1,4,8,1,4.0,6.0,1990.0,3.0,3,701,3,84,70,0,0,0,0,0.0,0.0,0.0,0,6,2009,10,6,271900
1207,20,4,0.0,8900,2,0.0,5,4,4,5,3,5,7,7,5,8,4,4,1966,1966,5,7,11,11,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,1056,2.0,0,0,1056,5,3,1,5.0,0,0,1056,1,0,1,0,2,1,3,8,0,0.0,2.0,1966.0,2.0,1,384,3,0,42,0,0,0,0,0.0,4.0,0.0,0,11,2006,10,6,107000
1208,20,3,70.0,9135,2,0.0,5,4,4,5,3,20,7,7,5,8,6,5,2003,2003,5,7,3,3,4.0,120.0,4,3,4,5.0,4.0,4.0,7.0,340,2.0,0,1342,1682,5,5,1,5.0,0,0,1700,1,0,2,0,3,1,4,8,0,0.0,6.0,2003.0,3.0,2,544,3,192,23,0,0,0,0,0.0,0.0,0.0,0,5,2006,10,6,200000
1209,20,3,70.0,7763,2,0.0,5,4,4,5,3,13,7,7,5,8,5,7,1962,1980,5,7,9,9,2.0,0.0,3,4,5,4.0,4.0,2.0,4.0,504,5.0,108,319,931,5,3,1,5.0,0,0,1283,1,0,1,0,3,1,3,8,0,0.0,2.0,1980.0,2.0,2,506,3,0,0,0,0,0,0,0.0,0.0,0.0,0,10,2008,10,6,140000
1210,20,3,85.0,10182,2,0.0,4,4,4,3,3,4,6,7,5,8,8,5,2006,2006,3,7,3,3,1.0,420.0,4,3,4,6.0,4.0,3.0,7.0,1220,2.0,0,440,1660,5,5,1,5.0,0,0,1660,1,0,2,0,3,1,4,8,1,5.0,6.0,2006.0,3.0,2,500,3,322,50,0,0,0,0,0.0,0.0,0.0,0,5,2006,7,1,290000
1211,60,3,70.0,11218,2,0.0,5,4,4,5,3,5,7,7,5,5,6,5,1992,1992,5,7,2,2,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1055,1055,5,5,1,5.0,790,0,1845,0,0,2,1,3,1,4,8,1,4.0,6.0,1992.0,3.0,2,462,3,635,104,0,0,0,0,0.0,5.0,3.0,400,5,2010,10,6,189000
1212,50,3,152.0,12134,2,0.0,4,3,4,5,2,17,7,7,5,7,8,7,1988,2005,5,7,2,2,2.0,0.0,4,3,1,5.0,4.0,4.0,7.0,427,2.0,0,132,559,5,4,1,5.0,672,0,1752,0,0,2,0,4,1,3,8,0,0.0,5.0,1988.0,3.0,2,492,3,325,12,0,0,0,0,0.0,0.0,0.0,0,6,2010,10,6,164000
1213,30,3,50.0,9340,2,0.0,5,4,4,5,3,18,7,7,5,8,4,6,1941,1950,3,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,344,2.0,0,328,672,5,3,1,5.0,0,0,672,1,0,1,0,2,1,3,8,0,0.0,6.0,1941.0,2.0,1,234,1,0,113,0,0,0,0,0.0,0.0,0.0,0,8,2009,10,6,113000
1214,80,3,0.0,10246,2,0.0,4,4,4,3,3,6,7,7,5,1,4,9,1965,2001,5,7,3,3,2.0,0.0,3,4,5,4.0,5.0,4.0,7.0,648,2.0,0,0,648,5,5,1,5.0,0,0,960,1,1,0,0,0,1,3,8,0,0.0,6.0,1965.0,2.0,1,364,3,88,0,0,0,0,0,0.0,0.0,0.0,0,5,2006,10,6,145000
1215,85,3,69.0,10205,2,0.0,4,4,4,5,3,13,7,7,5,2,5,5,1962,1962,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,4.0,5.0,784,2.0,0,141,925,5,3,1,5.0,0,0,999,1,0,1,0,3,1,3,8,0,0.0,6.0,1962.0,2.0,1,300,3,150,72,0,0,0,0,0.0,0.0,0.0,0,5,2006,10,6,134500
1216,20,3,99.0,7094,2,0.0,4,4,4,5,3,6,7,7,5,8,5,5,1966,1966,5,7,3,3,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,180,3.0,374,340,894,5,3,1,5.0,0,0,894,0,0,1,0,3,1,3,8,0,0.0,2.0,1966.0,3.0,1,384,3,0,0,0,0,0,0,0.0,4.0,0.0,0,5,2007,10,6,125000
