,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1171,1172,20,3,76.0,9120,2,,5,4,4,5,3,NAmes,7,7,5,8,6,6,1958,1958,3,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,6.0,662,2.0,0,599,1261,5,5,1,5.0,1261,0,0,1261,1,0,1,0,3,1,3,6,8,1,4.0,6.0,1958.0,3.0,2,433,4.0,4.0,3,0,0,0,0,288,0,,,3.0,1400,11,2008,10,6,163000
1172,1173,160,6,35.0,4017,2,2.0,4,4,4,5,3,4,7,7,2,5,7,5,2006,2007,5,7,9,9,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,625,625,5,5,1,5.0,625,625,0,1250,0,0,2,1,2,1,4,5,8,0,,2.0,2006.0,4.0,2,625,4.0,4.0,3,0,54,0,0,0,0,,,,0,3,2008,10,6,171900
1173,1174,50,3,138.0,18030,2,,4,3,4,5,3,21,7,7,5,7,5,6,1946,1994,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,152,5.0,469,977,1598,5,3,1,5.0,1636,971,479,3086,0,0,3,0,3,1,5,12,4,1,5.0,,,,0,0,,,3,122,0,0,0,0,0,,4.0,,0,3,2007,10,6,200500
1174,1175,70,3,80.0,16560,2,,4,4,4,5,3,19,7,7,5,5,6,8,1932,1950,5,7,2,2,2.0,0.0,3,3,6,5.0,4.0,2.0,4.0,503,2.0,0,449,952,5,3,1,5.0,1170,1175,0,2345,0,0,2,1,4,1,3,9,8,1,5.0,2.0,1932.0,2.0,2,360,4.0,4.0,3,0,0,0,0,0,0,,,,0,7,2006,10,6,239000
1175,1176,50,3,85.0,10678,2,,5,4,4,5,3,12,7,7,5,7,8,5,1992,2000,3,7,11,11,4.0,337.0,4,3,4,5.0,4.0,2.0,7.0,700,2.0,0,983,1683,5,5,1,5.0,2129,743,0,2872,0,0,2,1,4,1,4,9,8,1,4.0,6.0,1992.0,4.0,2,541,4.0,4.0,3,0,33,0,0,0,0,,,,0,4,2007,10,6,285000
1176,1177,20,3,37.0,6951,2,,4,4,4,3,3,14,7,7,5,8,5,5,1984,1985,5,7,11,7,2.0,0.0,3,3,5,4.0,4.0,2.0,6.0,658,2.0,0,218,876,5,3,1,5.0,923,0,0,923,1,0,1,0,3,1,3,5,8,0,,6.0,1984.0,2.0,1,264,4.0,4.0,3,362,0,0,0,0,0,,4.0,,0,10,2008,10,6,119500
1177,1178,50,1,,3950,2,3.0,5,3,4,5,3,8,9,7,5,7,6,8,1926,2004,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,468,2.0,0,350,818,5,3,1,5.0,818,406,0,1224,0,0,1,0,3,1,3,5,8,0,,2.0,1926.0,2.0,1,210,4.0,4.0,1,0,0,116,0,0,0,,,,0,12,2009,10,6,115000
1178,1179,50,3,54.0,7681,2,,4,4,4,2,3,19,7,7,5,7,5,6,1921,1950,5,7,2,2,2.0,0.0,3,3,6,4.0,4.0,2.0,2.0,0,2.0,0,731,731,5,5,1,5.0,820,523,0,1343,0,0,1,1,3,1,3,7,8,1,5.0,2.0,1921.0,2.0,1,186,3.0,4.0,3,192,0,102,0,0,0,,,,0,7,2009,10,6,154900
1179,1180,20,3,77.0,8335,2,,5,4,4,4,3,18,7,7,5,8,5,5,1954,1954,5,7,2,2,2.0,0.0,3,3,3,,,,,0,,0,0,0,5,4,1,5.0,1124,0,0,1124,0,0,1,0,3,1,3,5,6,1,5.0,,,,0,0,,,1,0,36,190,0,0,0,,,,0,4,2006,10,6,93000
1180,1181,60,3,,11170,2,,3,4,4,4,3,2,7,7,5,5,7,5,1990,1991,5,7,9,9,2.0,0.0,3,3,1,5.0,4.0,2.0,3.0,1216,2.0,0,0,1216,5,5,1,5.0,1298,1216,0,2514,0,0,2,1,4,1,3,8,8,0,,6.0,1990.0,4.0,2,693,4.0,4.0,3,0,0,0,0,0,0,,5.0,,0,4,2006,10,6,250000
1181,1182,120,1,64.0,5587,2,,4,2,4,5,2,19,7,7,2,8,8,5,2008,2008,3,7,12,CmentBd,1.0,186.0,5,3,4,6.0,4.0,5.0,7.0,1480,2.0,0,120,1600,5,5,1,5.0,1652,0,0,1652,1,1,2,0,2,1,4,5,8,1,5.0,6.0,2008.0,4.0,2,482,4.0,4.0,3,162,53,0,153,0,0,,,,0,11,2008,7,1,392500
1182,1183,60,3,160.0,15623,2,,4,4,4,4,3,12,7,7,5,5,10,5,1996,1996,3,7,2,10,2.0,0.0,4,3,4,6.0,4.0,4.0,7.0,2096,2.0,0,300,2396,5,5,1,5.0,2411,2065,0,4476,1,0,3,1,4,1,5,10,8,2,4.0,6.0,1996.0,4.0,3,813,4.0,4.0,3,171,78,0,0,0,555,5.0,4.0,,0,7,2007,10,5,745000
1183,1184,30,3,60.0,10800,2,3.0,5,4,4,5,3,8,7,7,5,8,5,6,1920,1950,3,7,4,4,2.0,0.0,3,3,6,4.0,4.0,2.0,4.0,821,2.0,0,299,1120,5,5,1,5.0,1130,0,0,1130,1,0,1,0,2,1,3,5,8,1,5.0,2.0,1970.0,2.0,2,720,4.0,4.0,3,229,0,0,0,0,0,,,,0,6,2006,10,6,120000
1184,1185,20,3,50.0,35133,3,,5,4,4,5,2,2,7,7,5,8,5,4,1963,1963,3,7,9,9,4.0,226.0,3,3,5,4.0,4.0,5.0,4.0,1159,2.0,0,413,1572,5,4,1,5.0,1572,0,0,1572,1,0,1,1,3,1,3,5,8,2,4.0,7.0,1963.0,3.0,3,995,4.0,4.0,3,0,263,0,0,263,0,,,,0,5,2007,10,6,186700
1185,1186,50,3,60.0,9738,2,,5,4,4,5,3,18,7,7,5,7,5,7,1924,1950,5,7,17,17,2.0,0.0,3,4,6,4.0,4.0,2.0,5.0,392,2.0,0,392,784,5,4,1,5.0,949,272,0,1221,1,0,1,0,4,1,3,7,8,0,,6.0,1965.0,2.0,1,392,4.0,4.0,3,0,0,236,0,0,0,,,,0,3,2006,10,6,104900
1186,1187,190,3,107.0,10615,2,,4,3,4,4,2,8,9,9,2fmCon,5,3,5,1900,1970,5,7,11,11,2.0,0.0,3,3,5,3.0,4.0,3.0,5.0,440,2.0,0,538,978,5,3,1,5.0,1014,685,0,1699,1,0,2,0,3,2,3,7,8,0,,3.0,1920.0,2.0,2,420,3.0,3.0,3,0,74,0,0,0,0,,,,0,8,2009,10,5,95000
1187,1188,20,3,89.0,12461,2,,5,4,4,4,3,12,7,7,5,8,8,5,1994,1995,5,7,10,10,2.0,0.0,4,3,4,5.0,4.0,2.0,7.0,1456,2.0,0,168,1624,5,5,1,5.0,1624,0,0,1624,1,0,2,0,2,1,4,5,8,1,3.0,6.0,1994.0,3.0,3,757,4.0,4.0,3,0,114,192,0,0,0,,5.0,,0,7,2006,10,6,262000
1188,1189,60,3,68.0,8935,2,,4,4,4,5,3,20,7,7,5,5,7,5,2002,2002,5,7,3,3,4.0,95.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,831,831,5,5,1,5.0,831,829,0,1660,0,0,2,1,3,1,4,7,8,0,,6.0,2002.0,3.0,2,493,4.0,4.0,3,144,68,0,0,0,0,,,,0,7,2009,10,6,195000
1189,1190,60,3,60.0,7500,2,,5,4,4,5,3,17,7,7,5,5,7,5,1999,1999,5,7,3,3,2.0,0.0,3,3,4,4.0,4.0,2.0,2.0,0,2.0,0,994,994,5,4,1,5.0,1028,776,0,1804,0,0,2,1,3,1,4,7,8,1,4.0,6.0,1999.0,4.0,2,442,4.0,4.0,3,140,60,0,0,0,0,,,,0,6,2010,10,6,189000
1190,1191,190,3,,32463,2,,5,1,4,5,2,14,7,7,2fmCon,8,4,4,1961,1975,5,7,9,9,1.0,149.0,3,4,5,4.0,4.0,4.0,5.0,1159,2.0,0,90,1249,5,5,1,5.0,1622,0,0,1622,1,0,1,0,3,1,3,7,8,1,4.0,7.0,1975.0,4.0,4,1356,4.0,4.0,3,439,0,0,0,0,0,,,,0,3,2007,10,6,168000
1191,1192,160,6,24.0,2645,2,2.0,5,4,4,5,3,4,7,7,Twnhs,5,8,5,1999,2000,5,7,9,9,4.0,456.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,776,776,5,5,1,5.0,764,677,0,1441,0,0,2,1,2,1,4,5,8,0,,2.0,1999.0,2.0,2,492,4.0,4.0,3,206,0,0,0,0,0,,,,0,11,2007,10,6,174000
1192,1193,50,1,60.0,9600,2,3.0,5,4,4,5,3,8,7,7,5,7,5,8,1925,1994,4,7,3,3,2.0,0.0,3,3,4,4.0,4.0,3.0,2.0,0,2.0,0,702,702,5,4,1,5.0,842,630,0,1472,0,0,1,0,3,1,4,6,8,0,,2.0,1925.0,2.0,1,250,4.0,3.0,2,0,0,84,0,0,0,,3.0,,0,7,2007,10,6,125000
1193,1194,120,1,,4500,2,,5,4,4,2,3,14,7,7,2,8,6,5,1999,1999,3,7,3,3,4.0,425.0,3,3,4,6.0,4.0,2.0,7.0,883,2.0,0,341,1224,5,5,1,5.0,1224,0,0,1224,1,0,2,0,2,1,3,5,8,0,,6.0,1999.0,4.0,2,402,4.0,4.0,3,0,304,0,0,0,0,,,,0,6,2009,10,6,165000
1194,1195,60,3,80.0,9364,2,,5,4,4,4,3,6,7,7,5,5,6,7,1969,1969,5,7,11,11,1.0,143.0,3,3,5,4.0,4.0,2.0,6.0,371,2.0,0,292,663,5,3,1,5.0,663,689,0,1352,0,0,1,1,4,1,3,7,8,0,,6.0,1969.0,4.0,1,299,4.0,4.0,3,379,36,0,0,0,0,,4.0,,0,3,2010,10,6,158000
1195,1196,60,3,51.0,8029,2,,4,4,4,5,3,17,7,7,5,5,6,5,2005,2005,5,7,3,3,2.0,0.0,3,3,4,5.0,4.0,2.0,2.0,0,2.0,0,728,728,5,5,1,5.0,728,728,0,1456,0,0,2,1,3,1,4,8,8,0,,6.0,2005.0,4.0,2,400,4.0,4.0,3,100,24,0,0,0,0,,,,0,7,2008,10,6,176000
1196,1197,60,3,58.0,14054,2,,4,4,4,5,3,17,7,7,5,5,7,5,2006,2006,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,4.0,2.0,0,2.0,0,879,879,5,5,1,5.0,879,984,0,1863,0,0,2,1,4,1,4,9,8,1,5.0,4.0,2006.0,4.0,3,660,4.0,4.0,3,100,17,0,0,0,0,,,,0,11,2006,7,1,219210
1197,1198,75,1,65.0,8850,2,,4,3,4,4,3,8,7,7,5,3,7,6,1916,1950,5,7,9,9,2.0,0.0,3,3,6,4.0,4.0,2.0,2.0,0,2.0,0,815,815,5,5,1,5.0,815,875,0,1690,0,0,1,0,3,1,3,7,8,1,5.0,2.0,1916.0,2.0,1,225,4.0,4.0,3,0,0,330,0,0,0,,,,0,7,2006,4,6,144000
1198,1199,20,3,70.0,9100,2,,5,4,4,5,3,20,7,7,5,8,7,5,2001,2001,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1212,1212,5,5,1,5.0,1212,0,0,1212,0,0,2,0,3,1,4,6,8,0,,6.0,2001.0,3.0,2,573,4.0,4.0,3,356,0,0,0,0,0,,,,0,6,2009,10,6,178000
1199,1200,20,3,75.0,11235,2,,5,4,4,5,3,6,7,7,5,8,4,5,1963,1979,5,7,11,11,4.0,51.0,3,3,5,4.0,4.0,2.0,4.0,547,2.0,0,504,1051,5,4,1,5.0,1382,0,0,1382,0,0,1,1,3,1,3,6,8,1,2.0,6.0,1974.0,2.0,2,459,4.0,4.0,3,0,82,0,0,0,0,,,,0,10,2006,10,6,148000
1200,1201,20,3,71.0,9353,2,,5,4,4,5,3,NAmes,7,7,5,8,4,5,1970,1970,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,864,864,5,4,1,5.0,864,0,0,864,0,0,1,0,3,1,3,5,8,0,,6.0,1972.0,2.0,1,280,4.0,4.0,3,0,0,0,0,0,0,,,3.0,0,7,2006,1,5,116050
1201,1202,60,3,80.0,10400,2,,5,4,4,4,3,20,7,7,5,5,7,5,1998,1998,5,7,3,3,2.0,0.0,3,3,4,5.0,4.0,4.0,2.0,0,2.0,0,866,866,5,5,1,5.0,866,913,0,1779,0,0,2,1,3,1,4,6,8,0,,6.0,1998.0,3.0,2,546,4.0,4.0,3,198,36,0,0,0,0,,,,0,3,2009,10,6,197900
1202,1203,50,1,50.0,6000,2,,5,4,4,4,3,22,7,7,5,7,5,8,1925,1997,5,7,2,2,2.0,0.0,3,3,6,4.0,4.0,2.0,2.0,0,2.0,0,884,884,5,5,1,5.0,884,464,0,1348,1,0,1,0,3,1,3,5,8,1,3.0,2.0,1960.0,2.0,1,216,4.0,4.0,1,0,0,208,0,0,0,,,,0,5,2009,10,6,117000
1203,1204,20,3,75.0,9750,2,,5,4,4,5,3,20,7,7,5,8,7,5,2000,2001,5,7,3,3,4.0,171.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1630,1630,5,5,1,5.0,1630,0,0,1630,0,0,2,0,3,1,4,6,8,1,4.0,6.0,2000.0,2.0,2,451,4.0,4.0,3,74,234,0,0,0,0,,,,0,10,2009,10,6,213000
1204,1205,20,3,78.0,10140,2,,5,4,4,5,3,9,7,7,5,8,5,6,1975,1975,5,7,11,11,2.0,0.0,3,3,5,5.0,4.0,2.0,6.0,788,2.0,0,268,1056,5,5,1,5.0,1074,0,0,1074,1,0,1,1,3,1,3,6,8,0,,6.0,1975.0,3.0,2,495,4.0,4.0,3,0,88,0,0,0,0,,4.0,,0,7,2006,10,6,153500
1205,1206,20,3,90.0,14684,2,,4,4,4,3,3,5,7,7,5,8,7,7,1990,1991,3,7,11,11,4.0,234.0,4,3,5,5.0,4.0,3.0,6.0,485,5.0,177,1496,2158,5,4,1,5.0,2196,0,0,2196,0,0,2,0,3,1,4,7,8,1,4.0,6.0,1990.0,3.0,3,701,4.0,4.0,3,84,70,0,0,0,0,,,,0,6,2009,10,6,271900
1206,1207,20,4,,8900,2,,5,4,4,5,3,5,7,7,5,8,4,4,1966,1966,5,7,11,11,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,1056,2.0,0,0,1056,5,3,1,5.0,1056,0,0,1056,1,0,1,0,2,1,3,5,8,0,,2.0,1966.0,2.0,1,384,4.0,4.0,3,0,42,0,0,0,0,,4.0,,0,11,2006,10,6,107000
1207,1208,20,3,70.0,9135,2,,5,4,4,5,3,20,7,7,5,8,6,5,2003,2003,5,7,3,3,4.0,120.0,4,3,4,5.0,4.0,4.0,7.0,340,2.0,0,1342,1682,5,5,1,5.0,1700,0,0,1700,1,0,2,0,3,1,4,7,8,0,,6.0,2003.0,3.0,2,544,4.0,4.0,3,192,23,0,0,0,0,,,,0,5,2006,10,6,200000
1208,1209,20,3,70.0,7763,2,,5,4,4,5,3,NAmes,7,7,5,8,5,7,1962,1980,5,7,9,9,2.0,0.0,3,4,5,4.0,4.0,2.0,4.0,504,5.0,108,319,931,5,3,1,5.0,1283,0,0,1283,1,0,1,0,3,1,3,6,8,0,,2.0,1980.0,2.0,2,506,4.0,4.0,3,0,0,0,0,0,0,,,,0,10,2008,10,6,140000
1209,1210,20,3,85.0,10182,2,,4,4,4,3,3,4,6,7,5,8,8,5,2006,2006,3,7,3,3,1.0,420.0,4,3,4,6.0,4.0,3.0,7.0,1220,2.0,0,440,1660,5,5,1,5.0,1660,0,0,1660,1,0,2,0,3,1,4,8,8,1,5.0,6.0,2006.0,3.0,2,500,4.0,4.0,3,322,50,0,0,0,0,,,,0,5,2006,7,1,290000
1210,1211,60,3,70.0,11218,2,,5,4,4,5,3,5,7,7,5,5,6,5,1992,1992,5,7,2,2,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1055,1055,5,5,1,5.0,1055,790,0,1845,0,0,2,1,3,1,4,8,8,1,4.0,6.0,1992.0,3.0,2,462,4.0,4.0,3,635,104,0,0,0,0,,5.0,3.0,400,5,2010,10,6,189000
1211,1212,50,3,152.0,12134,2,,4,3,4,5,2,17,7,7,5,7,8,7,1988,2005,5,7,2,2,2.0,0.0,4,3,1,5.0,4.0,4.0,7.0,427,2.0,0,132,559,5,4,1,5.0,1080,672,0,1752,0,0,2,0,4,1,3,8,8,0,,5.0,1988.0,3.0,2,492,4.0,4.0,3,325,12,0,0,0,0,,,,0,6,2010,10,6,164000
1212,1213,30,3,50.0,9340,2,,5,4,4,5,3,18,7,7,5,8,4,6,1941,1950,3,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,344,2.0,0,328,672,5,3,1,5.0,672,0,0,672,1,0,1,0,2,1,3,4,8,0,,6.0,1941.0,2.0,1,234,4.0,4.0,1,0,113,0,0,0,0,,,,0,8,2009,10,6,113000
1213,1214,80,3,,10246,2,,4,4,4,3,3,6,7,7,5,1,4,9,1965,2001,5,7,3,3,2.0,0.0,3,4,5,4.0,5.0,4.0,7.0,648,2.0,0,0,648,5,5,1,5.0,960,0,0,960,1,1,0,0,0,1,3,3,8,0,,6.0,1965.0,2.0,1,364,4.0,4.0,3,88,0,0,0,0,0,,,,0,5,2006,10,6,145000
1214,1215,85,3,69.0,10205,2,,4,4,4,5,3,NAmes,7,7,5,2,5,5,1962,1962,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,4.0,5.0,784,2.0,0,141,925,5,3,1,5.0,999,0,0,999,1,0,1,0,3,1,3,6,8,0,,6.0,1962.0,2.0,1,300,4.0,4.0,3,150,72,0,0,0,0,,,,0,5,2006,10,6,134500
1215,1216,20,3,99.0,7094,2,,4,4,4,5,3,6,7,7,5,8,5,5,1966,1966,5,7,3,3,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,180,3.0,374,340,894,5,3,1,5.0,894,0,0,894,0,0,1,0,3,1,3,5,8,0,,2.0,1966.0,3.0,1,384,4.0,4.0,3,0,0,0,0,0,0,,4.0,,0,5,2007,10,6,125000
1216,1217,90,1,68.0,8930,2,,5,4,4,5,3,6,1,7,Duplex,7,6,5,1978,1978,5,7,3,3,2.0,0.0,3,3,3,,,,,0,,0,0,0,5,3,1,5.0,1318,584,0,1902,0,0,2,0,4,2,3,8,8,0,,6.0,1978.0,2.0,2,539,4.0,4.0,3,0,0,0,0,0,0,,,,0,4,2010,10,6,112000
1217,1218,20,6,72.0,8640,2,,5,4,4,5,3,4,7,7,5,8,8,5,2009,2009,5,7,12,CmentBd,1.0,72.0,4,3,4,5.0,4.0,3.0,7.0,936,2.0,0,364,1300,5,5,1,5.0,1314,0,0,1314,1,0,2,0,3,1,4,6,8,0,,6.0,2009.0,3.0,2,552,4.0,4.0,3,135,112,0,0,0,0,,,,0,9,2009,7,1,229456
1218,1219,50,1,52.0,6240,2,,5,4,4,5,3,22,7,7,5,7,4,5,1947,1950,5,7,17,17,2.0,0.0,3,3,3,,,,,0,,0,0,0,5,4,2,5.0,672,240,0,912,0,0,1,0,2,1,3,3,8,0,,,,,0,0,,,1,0,0,0,0,0,0,,,,0,7,2006,10,6,80500
1219,1220,160,1,21.0,1680,2,,5,4,4,5,3,23,7,7,Twnhs,5,6,5,1971,1971,5,7,12,CmentBd,4.0,236.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,672,672,5,3,1,5.0,672,546,0,1218,0,0,1,1,3,1,3,7,8,0,,,,,0,0,,,1,201,0,0,0,0,0,,,,0,4,2006,10,5,91500
1220,1221,20,3,66.0,7800,2,,4,4,4,5,3,NAmes,7,7,5,8,5,5,1964,1964,5,7,2,2,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,312,3.0,600,0,912,5,3,1,5.0,912,0,0,912,0,0,1,0,2,1,3,5,8,0,,6.0,1964.0,2.0,1,288,4.0,4.0,3,0,0,0,0,0,0,,,,0,11,2006,10,5,115000
1221,1222,20,3,55.0,8250,2,,5,4,4,5,3,6,8,7,5,8,5,5,1968,1968,3,7,11,11,2.0,0.0,3,3,5,4.0,4.0,2.0,5.0,250,3.0,492,210,952,5,5,1,5.0,1211,0,0,1211,0,0,1,0,3,1,3,5,8,1,4.0,6.0,1968.0,2.0,1,322,4.0,4.0,3,0,63,0,0,0,0,,,,0,8,2008,10,6,134000
1222,1223,50,3,78.0,10496,2,,5,4,4,5,3,NAmes,9,7,5,7,6,6,1949,1950,5,7,2,2,4.0,320.0,3,3,5,4.0,4.0,3.0,4.0,196,2.0,0,844,1040,5,5,1,5.0,1168,678,0,1846,0,0,2,0,3,1,3,7,8,1,5.0,6.0,1949.0,2.0,1,315,4.0,4.0,3,0,0,0,0,0,0,,3.0,,0,1,2007,10,6,143000
1223,1224,20,3,89.0,10680,2,,5,4,4,5,3,NAmes,7,7,5,8,5,3,1951,1951,3,7,2,2,4.0,44.0,3,3,5,4.0,3.0,2.0,3.0,756,2.0,0,1380,2136,5,3,2,4.0,2136,0,0,2136,0,0,2,0,4,1,3,7,5,0,,2.0,1951.0,2.0,2,528,4.0,4.0,3,0,30,0,0,0,0,,4.0,,0,10,2006,10,6,137900
1224,1225,60,3,60.0,15384,2,,4,4,4,5,3,17,5,7,5,5,7,5,2004,2005,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,4.0,7.0,724,2.0,0,64,788,5,5,1,5.0,788,702,0,1490,1,0,2,1,3,1,4,8,8,1,5.0,6.0,2004.0,4.0,2,388,4.0,4.0,3,100,75,0,0,0,0,,,,0,2,2008,10,6,184000
1225,1226,80,3,65.0,10482,2,,5,4,4,5,3,NAmes,7,7,5,1,6,8,1958,1958,3,7,3,3,4.0,63.0,3,4,5,4.0,4.0,4.0,7.0,507,2.0,0,81,588,5,5,1,5.0,1138,0,0,1138,0,1,1,0,3,1,3,6,8,0,,6.0,1958.0,3.0,1,264,4.0,4.0,3,224,0,0,0,0,0,,2.0,,0,6,2007,10,6,145000
1226,1227,60,3,86.0,14598,2,,4,4,4,3,3,4,8,7,5,5,6,5,2007,2007,5,7,3,3,1.0,74.0,4,3,4,5.0,4.0,3.0,2.0,0,2.0,0,894,894,5,5,1,5.0,894,1039,0,1933,0,0,2,1,4,1,4,9,8,1,5.0,4.0,2007.0,4.0,3,668,4.0,4.0,3,100,18,0,0,0,0,,,,0,1,2008,10,6,214000
1227,1228,20,3,72.0,8872,2,,5,4,4,4,3,NAmes,7,7,5,8,5,8,1965,2008,5,7,3,3,4.0,300.0,3,3,5,4.0,4.0,2.0,6.0,595,2.0,0,317,912,5,5,1,5.0,912,0,0,912,1,0,1,0,2,1,4,5,8,0,,2.0,1992.0,2.0,2,576,4.0,4.0,3,0,240,0,0,0,0,,,,0,12,2008,10,6,147000
1228,1229,120,3,65.0,8769,2,,5,4,4,4,3,10,7,7,2,8,9,5,2008,2008,3,7,9,9,4.0,766.0,5,3,4,6.0,4.0,2.0,7.0,1540,2.0,0,162,1702,5,5,1,5.0,1702,0,0,1702,1,0,1,1,1,1,5,7,8,1,5.0,6.0,2008.0,4.0,3,1052,4.0,4.0,3,0,72,0,0,224,0,,,,0,10,2008,7,1,367294
1229,1230,80,3,70.0,7910,2,,5,4,4,5,3,NAmes,7,7,5,1,5,5,1960,1960,3,7,14,11,2.0,0.0,3,3,5,4.0,4.0,2.0,6.0,666,2.0,0,409,1075,5,4,1,5.0,1507,0,0,1507,0,0,2,0,4,1,3,7,4,0,,5.0,1960.0,2.0,1,404,4.0,4.0,3,0,0,0,0,0,0,,3.0,,0,8,2008,10,6,127000
1230,1231,90,3,,18890,2,,4,4,4,5,3,6,8,1,Duplex,7,5,5,1977,1977,1,7,7,7,2.0,1.0,3,3,5,5.0,4.0,2.0,7.0,498,4.0,211,652,1361,5,5,1,5.0,1361,1259,0,2620,0,0,2,2,4,2,3,12,8,1,4.0,4.0,1977.0,3.0,2,600,4.0,4.0,1,155,24,145,0,0,0,,,5.0,8300,8,2007,10,6,190000
1231,1232,90,3,70.0,7728,2,,5,4,4,5,3,NAmes,7,7,Duplex,1,5,6,1962,1962,3,7,2,2,4.0,120.0,3,3,5,4.0,4.0,4.0,6.0,803,2.0,0,303,1106,5,3,1,5.0,1190,0,0,1190,1,0,1,0,3,1,3,6,8,0,,6.0,1962.0,2.0,2,540,4.0,4.0,3,0,18,0,0,0,0,,3.0,,0,5,2006,10,6,132500
1232,1233,90,3,70.0,9842,2,,5,4,4,2,3,NAmes,7,7,Duplex,8,4,5,1962,1962,5,7,11,11,2.0,0.0,3,3,3,,,,,0,,0,0,0,5,3,1,5.0,1224,0,0,1224,0,0,2,0,2,2,3,6,8,0,,3.0,1962.0,2.0,2,462,4.0,4.0,3,0,0,0,0,0,0,,,,0,3,2007,10,6,101800
1233,1234,20,3,,12160,2,,4,4,4,5,3,NAmes,7,7,5,8,5,5,1959,1959,3,7,7,7,4.0,180.0,3,3,5,4.0,4.0,2.0,4.0,1000,2.0,0,188,1188,5,2,1,5.0,1188,0,0,1188,1,0,1,0,3,1,3,6,8,0,,6.0,1959.0,3.0,2,531,4.0,4.0,3,0,0,0,0,0,0,,4.0,,0,5,2010,6,5,142000
1234,1235,70,4,55.0,8525,2,,5,3,4,5,3,7,7,7,5,5,5,6,1911,1950,5,7,9,9,2.0,0.0,3,3,4,4.0,4.0,4.0,2.0,0,2.0,0,940,940,5,3,2,4.0,1024,940,0,1964,0,0,1,1,4,1,3,7,8,0,,,,,0,0,,,1,0,192,0,0,0,0,,,,0,11,2008,10,5,130000
1235,1236,70,3,96.0,13132,2,,5,4,4,5,3,19,7,7,5,5,5,5,1914,1950,5,7,2,2,2.0,0.0,3,3,6,5.0,4.0,3.0,2.0,0,2.0,0,747,747,5,4,1,3.0,892,892,0,1784,0,0,1,1,4,1,3,9,8,0,,2.0,1914.0,2.0,1,180,3.0,3.0,1,203,40,0,0,0,0,,,,0,7,2006,10,6,138887
1236,1237,160,3,36.0,2628,2,,5,4,4,5,3,10,7,7,Twnhs,5,7,5,2003,2003,5,7,3,Wd Shng,1.0,106.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,764,764,5,5,1,5.0,764,862,0,1626,0,0,2,1,2,1,4,6,8,0,,4.0,2003.0,3.0,2,474,4.0,4.0,3,0,27,0,0,0,0,,,,0,6,2010,10,6,175500
1237,1238,60,3,41.0,12393,2,,3,4,4,2,3,20,7,7,5,5,7,5,2004,2005,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,847,847,5,5,1,5.0,847,1101,0,1948,0,0,2,1,4,1,4,8,8,1,5.0,4.0,2004.0,4.0,2,434,4.0,4.0,3,100,48,0,0,0,0,,,,0,9,2006,10,6,195000
